ID,Customer_age,Age_group,Income,Income_group,Customer_days,Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
640,69,Senior,57304.0,middle_income,4533,Graduation,Married,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
4252,55,Pre-Senior,44375.0,middle_income,4156,Graduation,Married,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
8432,64,Senior,54450.0,middle_income,4711,Graduation,Together,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0
6218,55,Pre-Senior,59594.0,middle_income,4675,Graduation,Married,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0,0
6905,26,Young_Adult,80685.0,high_income,4734,Graduation,Together,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
5922,46,Middle-Aged,40344.0,middle_income,4317,PhD,Married,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
3598,48,Middle-Aged,62710.0,middle_income,4460,Graduation,Married,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
6116,52,Pre-Senior,48985.0,middle_income,4417,2n Cycle,Married,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0
6263,52,Pre-Senior,35322.0,low_income,4734,Graduation,Together,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0
10486,72,Elderly,77142.0,high_income,4454,Graduation,Married,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0
2410,51,Pre-Senior,81657.0,high_income,4216,Graduation,Single,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0
193,24,Young_Adult,14421.0,low_income,4190,Basic,Married,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0
3363,46,Middle-Aged,20130.0,low_income,4162,2n Cycle,Married,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
8278,30,Young_Adult,74214.0,middle_income,4730,PhD,Married,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0
10660,63,Senior,66726.0,middle_income,4226,Master,Married,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0,0
8686,41,Middle-Aged,23724.0,low_income,4595,Basic,Together,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0
1604,60,Pre-Senior,47353.0,middle_income,4286,Master,Married,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0
5907,68,Senior,33444.0,low_income,4661,Master,Married,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
10669,39,Adult,54386.0,middle_income,4466,Graduation,Married,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0
2918,39,Adult,28510.0,low_income,4500,Graduation,Divorced,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0
5735,29,Young_Adult,90638.0,high_income,4194,Master,Single,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0
359,70,Senior,48070.0,middle_income,4590,Graduation,Together,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0
8387,63,Senior,43140.0,middle_income,4598,Graduation,Married,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0
1829,59,Pre-Senior,54959.0,middle_income,4584,PhD,Divorced,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,0,1
3839,62,Senior,15056.0,low_income,4480,Basic,Single,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0
9392,49,Middle-Aged,26954.0,low_income,4110,Graduation,Single,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
2292,35,Adult,22327.0,low_income,4389,Graduation,Single,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0
10466,55,Pre-Senior,44393.0,middle_income,4369,Graduation,Married,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0
9855,68,Senior,62000.0,middle_income,4366,PhD,Single,0,1,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0
4088,58,Pre-Senior,31497.0,low_income,4628,PhD,Together,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
5231,46,Middle-Aged,45894.0,middle_income,4180,2n Cycle,Married,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0
590,50,Middle-Aged,78579.0,high_income,4612,Master,Divorced,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1
8732,51,Pre-Senior,67369.0,middle_income,4647,Master,Widow,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,0,1
2315,60,Pre-Senior,58401.0,middle_income,4128,Graduation,Divorced,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0
3515,68,Senior,62307.0,middle_income,4190,Graduation,Single,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0
2245,51,Pre-Senior,43641.0,middle_income,4491,Master,Married,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
6283,52,Pre-Senior,63841.0,middle_income,4492,Master,Divorced,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
2246,55,Pre-Senior,46891.0,middle_income,4359,2n Cycle,Married,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
6606,51,Pre-Senior,70091.0,middle_income,4513,Master,Married,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0
5545,48,Middle-Aged,78075.0,high_income,4143,PhD,Married,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0
7342,59,Pre-Senior,59184.0,middle_income,4716,2n Cycle,Widow,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0
837,43,Middle-Aged,54809.0,middle_income,4349,Graduation,Married,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0
9500,61,Senior,58113.0,middle_income,4578,Graduation,Married,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0
3602,62,Senior,51412.0,middle_income,4238,Master,Married,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
234,41,Middle-Aged,15287.0,low_income,4685,Graduation,Divorced,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1
2995,63,Senior,66636.0,middle_income,4374,Master,Together,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0
1118,64,Senior,50965.0,middle_income,4552,Master,Married,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0
7789,55,Pre-Senior,84618.0,high_income,4277,PhD,Married,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0,0
3068,30,Young_Adult,18351.0,low_income,4301,Graduation,Married,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0
8955,63,Senior,40451.0,middle_income,4191,PhD,Together,0,2,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0
945,55,Pre-Senior,36317.0,low_income,4461,Graduation,Together,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0
5644,63,Senior,42213.0,middle_income,4318,Graduation,Together,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0
7192,65,Senior,65748.0,middle_income,4498,Graduation,Together,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0
2324,48,Middle-Aged,77044.0,high_income,4303,Graduation,Together,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0
697,51,Pre-Senior,74918.0,middle_income,4532,Graduation,Together,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0,0
3439,48,Middle-Aged,56721.0,middle_income,4664,Graduation,Married,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0
1506,45,Middle-Aged,42160.0,middle_income,4424,Graduation,Single,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1
232,55,Pre-Senior,61559.0,middle_income,4405,Graduation,Single,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
8876,57,Pre-Senior,33629.0,low_income,4748,PhD,Together,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0
4500,29,Young_Adult,68682.0,middle_income,4324,PhD,Together,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
9739,57,Pre-Senior,34377.0,low_income,4584,Graduation,Single,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0
10395,34,Adult,8940.0,low_income,4734,Basic,Single,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
1176,47,Middle-Aged,26228.0,low_income,4338,Graduation,Married,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
1627,63,Senior,77297.0,high_income,4577,2n Cycle,Divorced,0,0,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0
938,39,Adult,40211.0,middle_income,4392,Graduation,Married,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0
2740,62,Senior,33438.0,low_income,4338,PhD,Widow,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
257,61,Senior,75032.0,middle_income,4485,PhD,Married,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0
4058,65,Senior,61284.0,middle_income,4318,PhD,Single,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0,0
7736,34,Adult,22518.0,low_income,4673,Graduation,Married,1,0,36,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,0,1
8210,45,Middle-Aged,54730.0,middle_income,4376,Master,Married,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0
833,65,Senior,38452.0,middle_income,4149,Master,Married,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
6230,49,Middle-Aged,44421.0,middle_income,4557,Graduation,Divorced,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0
7325,34,Adult,38197.0,middle_income,4423,PhD,Together,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0
1307,42,Middle-Aged,41986.0,middle_income,4198,Graduation,Divorced,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0
1502,37,Adult,28427.0,low_income,4523,Graduation,Together,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0
6211,44,Middle-Aged,37395.0,low_income,4116,PhD,Together,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
843,49,Middle-Aged,64722.0,middle_income,4092,Graduation,Married,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0
4174,64,Senior,55249.0,middle_income,4131,Master,Together,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0
9757,48,Middle-Aged,84906.0,high_income,4326,Graduation,Together,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0
6918,31,Adult,28691.0,low_income,4418,Graduation,Married,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
286,68,Senior,44213.0,middle_income,4270,Graduation,Single,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0
11086,36,Adult,25707.0,low_income,4220,Basic,Single,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0
1921,53,Pre-Senior,59062.0,middle_income,4327,PhD,Married,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0
4138,58,Pre-Senior,76624.0,high_income,4094,Graduation,Single,0,1,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0
7718,73,Elderly,66000.0,middle_income,4128,Master,Together,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0
1291,42,Middle-Aged,27683.0,low_income,4752,PhD,Together,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0
6862,49,Middle-Aged,1730.0,low_income,4100,Graduation,Divorced,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0
4136,28,Young_Adult,7500.0,low_income,4631,Basic,Single,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0
803,52,Pre-Senior,40521.0,middle_income,4508,Graduation,Together,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0
4298,47,Middle-Aged,20427.0,low_income,4155,PhD,Together,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
10833,45,Middle-Aged,65106.0,middle_income,4094,Graduation,Married,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0
9606,55,Pre-Senior,69969.0,middle_income,4364,PhD,Married,0,0,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,0,1
8534,68,Senior,67433.0,middle_income,4406,Graduation,Married,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0
5153,53,Pre-Senior,77766.0,high_income,4550,PhD,Married,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1
961,48,Middle-Aged,74716.0,middle_income,4348,Graduation,Married,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0
5011,57,Pre-Senior,68118.0,middle_income,4312,Graduation,Divorced,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
6653,50,Middle-Aged,55158.0,middle_income,4757,PhD,Married,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1
9094,65,Senior,62972.0,middle_income,4753,2n Cycle,Married,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1
810,45,Middle-Aged,74190.0,middle_income,4106,Graduation,Married,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0
5493,44,Middle-Aged,39356.0,middle_income,4160,Graduation,Married,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0
2147,51,Pre-Senior,76653.0,high_income,4375,Graduation,Together,0,0,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0
5107,47,Middle-Aged,35860.0,low_income,4099,PhD,Divorced,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0
3979,37,Adult,90687.0,high_income,4461,PhD,Divorced,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,0,1
6049,38,Adult,73450.0,middle_income,4264,Master,Together,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0,0
8147,60,Pre-Senior,31454.0,low_income,4416,Graduation,Married,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0
1857,68,Senior,47139.0,middle_income,4173,Graduation,Single,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1
3910,45,Middle-Aged,83829.0,high_income,4322,Graduation,Divorced,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,0,1
5207,57,Pre-Senior,53378.0,middle_income,4701,PhD,Married,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1
11114,50,Middle-Aged,19656.0,low_income,4564,Graduation,Together,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0
5429,72,Elderly,45579.0,middle_income,4371,PhD,Married,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0
9400,62,Senior,85485.0,high_income,4066,2n Cycle,Single,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0
1740,76,Elderly,55956.0,middle_income,4141,Graduation,Married,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,0,0
7488,57,Pre-Senior,64191.0,middle_income,4581,Master,Single,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0
195,48,Middle-Aged,38808.0,middle_income,4730,Graduation,Single,1,0,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,0,1
635,54,Pre-Senior,57183.0,middle_income,4525,Master,Married,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0
7527,52,Pre-Senior,23748.0,low_income,4643,Master,Divorced,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0
10319,49,Middle-Aged,66303.0,middle_income,4546,Graduation,Married,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,1,0,0,0
2296,45,Middle-Aged,37368.0,low_income,4253,Master,Married,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0
10637,56,Pre-Senior,40800.0,middle_income,4602,Graduation,Married,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0
2931,42,Middle-Aged,71847.0,middle_income,4704,Graduation,Divorced,0,0,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,0,0
907,45,Middle-Aged,46149.0,middle_income,4270,Graduation,Married,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0
3698,37,Adult,78687.0,high_income,4747,Graduation,Together,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,0,1
9516,49,Middle-Aged,49118.0,middle_income,4738,2n Cycle,Divorced,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,0,1
679,63,Senior,37633.0,low_income,4705,PhD,Married,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0
7384,69,Senior,39767.0,middle_income,4401,Master,Together,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0
5043,69,Senior,26997.0,low_income,4659,Basic,Married,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0
5267,50,Middle-Aged,33986.0,low_income,4530,Graduation,Divorced,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0
339,48,Middle-Aged,57091.0,middle_income,4641,PhD,Married,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,1,0,0,1
2516,51,Pre-Senior,46831.0,middle_income,4444,2n Cycle,Married,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0
9010,48,Middle-Aged,83151.0,high_income,4562,Master,Married,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,0,1,0,1
378,49,Middle-Aged,52531.0,middle_income,4604,Graduation,Married,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0
4808,64,Senior,15759.0,low_income,4355,Graduation,Married,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0
5068,49,Middle-Aged,22804.0,low_income,4391,Graduation,Single,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0
7628,47,Middle-Aged,43050.0,middle_income,4161,2n Cycle,Married,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0
7128,43,Middle-Aged,42997.0,middle_income,4262,PhD,Single,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0
2811,57,Pre-Senior,48918.0,middle_income,4136,PhD,Single,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
3551,66,Senior,60033.0,middle_income,4150,Master,Together,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0
1663,42,Middle-Aged,34043.0,low_income,4305,PhD,Together,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0
5543,54,Pre-Senior,57811.0,middle_income,4428,Graduation,Together,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0
1577,74,Elderly,78569.0,high_income,4188,Graduation,Married,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,0,0,1,0,1
10641,42,Middle-Aged,7500.0,low_income,4607,Graduation,Single,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0
6024,67,Senior,94384.0,high_income,4540,Graduation,Together,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,0,1
1878,35,Adult,23148.0,low_income,4189,2n Cycle,Married,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0
3099,50,Middle-Aged,44267.0,middle_income,4547,Graduation,Divorced,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0
6055,41,Middle-Aged,71626.0,middle_income,4663,Graduation,Married,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,0,0
5841,54,Pre-Senior,60894.0,middle_income,4424,Graduation,Together,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0
3972,44,Middle-Aged,50200.0,middle_income,4510,Graduation,Together,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0
4394,55,Pre-Senior,81051.0,high_income,4095,PhD,Married,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0
5758,38,Adult,65169.0,middle_income,4224,Graduation,Married,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,0,1
6658,48,Middle-Aged,59868.0,middle_income,4400,Graduation,Together,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0
4603,60,Pre-Senior,65695.0,middle_income,4207,PhD,Married,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0
8427,64,Senior,64857.0,middle_income,4641,Master,Single,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0
10260,55,Pre-Senior,45143.0,middle_income,4365,Master,Together,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0
7143,65,Senior,74805.0,middle_income,4293,2n Cycle,Together,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0
8789,31,Adult,59060.0,middle_income,4227,2n Cycle,Married,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0
6197,58,Pre-Senior,27238.0,low_income,4493,PhD,Single,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0
4554,55,Pre-Senior,47009.0,middle_income,4329,Graduation,Together,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0
4937,47,Middle-Aged,46094.0,middle_income,4077,2n Cycle,Married,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0
1920,48,Middle-Aged,40321.0,middle_income,4393,Graduation,Married,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
8749,36,Adult,37235.0,low_income,4206,Graduation,Together,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0
1650,60,Pre-Senior,81843.0,high_income,4491,Master,Married,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0
10377,62,Senior,46692.0,middle_income,4446,Master,Together,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0
9206,52,Pre-Senior,77382.0,high_income,4231,Graduation,Together,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,0,0,1,0,0
10971,43,Middle-Aged,37774.0,low_income,4722,Graduation,Single,2,0,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1
6398,46,Middle-Aged,18393.0,low_income,4150,Basic,Married,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0
9212,58,Pre-Senior,72828.0,middle_income,4558,Master,Married,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0
7937,38,Adult,24711.0,low_income,4130,Graduation,Married,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0
839,45,Middle-Aged,45503.0,middle_income,4335,PhD,Married,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0
4246,38,Adult,6560.0,low_income,4257,Master,Single,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0
158,75,Elderly,71604.0,middle_income,4282,PhD,Together,0,0,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,0,1
4832,41,Middle-Aged,27244.0,low_income,4172,Graduation,Married,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0
5621,51,Pre-Senior,48752.0,middle_income,4622,Graduation,Married,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1
1945,58,Pre-Senior,71434.0,middle_income,4342,Graduation,Married,0,1,4,711,36,217,172,96,168,3,7,4,7,4,1,0,0,1,0,0,0
5147,72,Elderly,90842.0,high_income,4393,Graduation,Single,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0
2535,42,Middle-Aged,88097.0,high_income,4738,Master,Married,1,0,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,0,1
11039,45,Middle-Aged,51948.0,middle_income,4343,Graduation,Married,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0
9495,38,Adult,71853.0,middle_income,4475,Graduation,Together,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
9635,37,Adult,35876.0,low_income,4128,Master,Married,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0
2173,68,Senior,40049.0,middle_income,4314,Graduation,Widow,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0
942,38,Adult,39660.0,middle_income,4748,Graduation,Single,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1
9386,58,Pre-Senior,50127.0,middle_income,4089,Graduation,Together,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,0,0,1,0,0,0
5510,43,Middle-Aged,43263.0,middle_income,4643,Master,Married,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0
873,71,Elderly,62845.0,middle_income,4694,Master,Married,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,1
2253,30,Young_Adult,18929.0,low_income,4556,Graduation,Married,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
5181,38,Adult,24367.0,low_income,4524,Basic,Single,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0
979,45,Middle-Aged,33249.0,low_income,4552,Graduation,Single,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
